round,run_id,agent_id,case,domain,candidate_id,structure_type,shared_signal_count,outputs_covered,expected_effect,observed_area,observed_delay,observed_adp,shared_nodes,residual_key,residual_entries,output_grouping,evidence_path,notes,shard_csv,shared_structure,method_signature,area,delay,adp,hypothesis,representation,expected_sharing,observed_result,variant,structure_family
,,sub-bf16-recip-power-r94,ex215,bf16,ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/aigs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex215/logs/ex215_r94_bf16_reciprocal_sqrt_delta_pair_mode_hilo4_bits_9_bh1.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex215|round94_frontend_structural_bf16|bf16_reciprocal_sqrt|delta_pair_mode_hilo4_bits_9_bh1|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,392,13,5096,,,,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_hand_cube_guard_lut_normal_first.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex216|round94_frontend_structural_bf16|bf16_cube|hand_cube_guard_lut_normal_first|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,437,17,7429,,,,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_aggr_semantic_exp_delta_fields_cube_bit14_boundary.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex216|round94_frontend_structural_bf16|bf16_cube|aggr_semantic_exp_delta_fields_cube_bit14_boundary|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,423,22,9306,,,,,,
,,sub-bf16-recip-power-r94,ex216,bf16,ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/aigs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex216/logs/ex216_r94_bf16_cube_delta_pair_mode_hilo4_cube_bit14_boundary.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex216|round94_frontend_structural_bf16|bf16_cube|delta_pair_mode_hilo4_cube_bit14_boundary|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,482,13,6266,,,,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_aggr_semantic_exp_delta_fields_mod3_bit0.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex217|round94_frontend_structural_bf16|bf16_cbrt|aggr_semantic_exp_delta_fields_mod3_bit0|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,1128,26,29328,,,,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex217|round94_frontend_structural_bf16|bf16_cbrt|delta_pair_mode_hilo3_bits_0_bh3_manual_sign_non_nan_caseattrs|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,687,16,10992,,,,,,
,,sub-bf16-recip-power-r94,ex217,bf16,ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/aigs/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex217/logs/ex217_r94_bf16_cbrt_delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex217|round94_frontend_structural_bf16|bf16_cbrt|delta_pair_first_hilo4_bits_0_bh3_manual_sign_non_nan|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,632,13,8216,,,,,,
,,sub-bf16-recip-power-r94,ex218,bf16,ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/aigs/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_delta_pair_mant64_hilo4_bits_15_cmp_caseattrs.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex218|round94_frontend_structural_bf16|bf16_reciprocal_cube|delta_pair_mant64_hilo4_bits_15_cmp_caseattrs|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,542,15,8130,,,,,,
,,sub-bf16-recip-power-r94,ex218,bf16,ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/aigs/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_sep_fields_e4_m4_s3_bits_15_cmp_caseattrs.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex218|round94_frontend_structural_bf16|bf16_reciprocal_cube|sep_fields_e4_m4_s3_bits_15_cmp_caseattrs|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,875,15,13125,,,,,,
,,sub-bf16-recip-power-r94,ex218,bf16,ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/aigs/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex218/logs/ex218_r94_bf16_reciprocal_cube_odd_pos_fields_e4_m4_bits_15_cmp_caseattrs.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex218|round94_frontend_structural_bf16|bf16_reciprocal_cube|odd_pos_fields_e4_m4_bits_15_cmp_caseattrs|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,802,13,10426,,,,,,
,,sub-bf16-recip-power-r94,ex219,bf16,ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/aigs/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_hand_recip_cbrt_guard_lut_expcase_mod3_bit6.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex219|round94_frontend_structural_bf16|bf16_reciprocal_cbrt|hand_recip_cbrt_guard_lut_expcase_mod3_bit6|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,601,19,11419,,,,,,
,,sub-bf16-recip-power-r94,ex219,bf16,ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/aigs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mode_hilo4_bits_6_cmp_caseattrs.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex219|round94_frontend_structural_bf16|bf16_reciprocal_cbrt|delta_pair_mode_hilo4_bits_6_cmp_caseattrs|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,792,16,12672,,,,,,
,,sub-bf16-recip-power-r94,ex219,bf16,ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp,,,,,,,,,,,,,semantic model exact over 65536 inputs; official evaluate.py OK; collected from existing log; synth_aig=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/aigs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.aig; yosys_log=student/work/frontend_bf16_unknown_struct_round94_20260614_0552/sub-bf16-recip-power-r94/ex219/logs/ex219_r94_bf16_reciprocal_cbrt_delta_pair_mant64_hilo3_bits_6_cmp.yosys.log,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-recip-power-r94/shared_structure_report.csv,BF16 special-case shell plus grouped output/source-level selected correction,ex219|round94_frontend_structural_bf16|bf16_reciprocal_cbrt|delta_pair_mant64_hilo3_bits_6_cmp|shared_shell_or_grouped_output|yosys_aigmap_then_official_evaluate|abc_read_truth_xf,658,14,9212,,,,,,
,,sub-bf16-trig-hyp-r94,ex206,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,odd_pos_fullword_expflip_h4,existing_renderer_variant
,,sub-bf16-trig-hyp-r94,ex206,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,odd_pos_fullword_h4_first,first_value_local_decision_table
,,sub-bf16-trig-hyp-r94,ex206,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,odd_pos_passthrough_descriptor_h4,odd_symmetry_passthrough_descriptor
,,sub-bf16-trig-hyp-r94,ex207,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,odd_pos_fullword_h4_first,first_value_local_decision_table
,,sub-bf16-trig-hyp-r94,ex207,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,odd_pos_passthrough_descriptor_h4,odd_symmetry_passthrough_descriptor
,,sub-bf16-trig-hyp-r94,ex207,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,odd_pos_passthrough_descriptor_h5,odd_symmetry_passthrough_descriptor
,,sub-bf16-trig-hyp-r94,ex208,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,default_in_const_excepts_h4_first,first_value_local_decision_table
,,sub-bf16-trig-hyp-r94,ex208,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,default_in_const_excepts_h5_first,first_value_local_decision_table
,,sub-bf16-trig-hyp-r94,ex208,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,default_in_const_excepts_h4_manual_bits_15,selected_bit_override
,,sub-bf16-trig-hyp-r94,ex209,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,sign_exp_default_expr_casez_manual_bits_15,selected_bit_override
,,sub-bf16-trig-hyp-r94,ex209,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,default_signed_one_const_excepts_h4,saturation_default_exception_table
,,sub-bf16-trig-hyp-r94,ex209,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,default_in_const_excepts_h4_first,first_value_local_decision_table
,,sub-bf16-trig-hyp-r94,ex210,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,const_default_3f80_h3_first,first_value_local_decision_table
,,sub-bf16-trig-hyp-r94,ex210,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,const_default_fields_3f80_h3,sign_constant_field_reassembly
,,sub-bf16-trig-hyp-r94,ex210,,,,,,,,,,,,,,,frontend-only source structure probe,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-bf16-trig-hyp-r94/shared_structure_report.csv,,,,,,,,,,const_default_fields_3f80_h4,sign_constant_field_reassembly
,,sub-unknown-286287-r94,ex286,,,,,,,,,,,,,,,not exact full output; exact_bits=none,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/shared_structure_report.csv,shared descriptor key before frontend synthesis,,,,,lane_count_pairxor,compact hidden-state descriptor screen,exact or near-exact output classes with few keys,"4480 keys, 2174 conflict keys, max 6 outputs/key",,
,,sub-unknown-286287-r94,ex286,,,,,,,,,,,,,,,not exact full output; exact_bits=none,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/shared_structure_report.csv,shared descriptor key before frontend synthesis,,,,,bucket_moment_lowdim,compact hidden-state descriptor screen,exact or near-exact output classes with few keys,"8160 keys, 32 conflict keys, max 2 outputs/key",,
,,sub-unknown-286287-r94,ex286,,,,,,,,,,,,,,,not exact full output; exact_bits=none,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/shared_structure_report.csv,shared descriptor key before frontend synthesis,,,,,adjacent_pair_count_state,compact hidden-state descriptor screen,exact or near-exact output classes with few keys,"1458 keys, 1166 conflict keys, max 15 outputs/key",,
,,sub-unknown-286287-r94,ex287,,,,,,,,,,,,,,,not exact full output; exact_bits=none,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/shared_structure_report.csv,shared descriptor key before frontend synthesis,,,,,lane_count_pairxor,compact hidden-state descriptor screen,exact or near-exact output classes with few keys,"6272 keys, 3760 conflict keys, max 10 outputs/key",,
,,sub-unknown-286287-r94,ex287,,,,,,,,,,,,,,,not exact full output; exact_bits=none,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/shared_structure_report.csv,shared descriptor key before frontend synthesis,,,,,bucket_moment_lowdim,compact hidden-state descriptor screen,exact or near-exact output classes with few keys,"16192 keys, 192 conflict keys, max 2 outputs/key",,
,,sub-unknown-286287-r94,ex287,,,,,,,,,,,,,,,not exact full output; exact_bits=none,student/frontend_campaigns/campaigns/frontend_bf16_unknown_struct_round94_20260614_0552/agent_shards/sub-unknown-286287-r94/shared_structure_report.csv,shared descriptor key before frontend synthesis,,,,,adjacent_pair_count_state,compact hidden-state descriptor screen,exact or near-exact output classes with few keys,"2187 keys, 1750 conflict keys, max 4 outputs/key",,
